measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,China,Both,50-54 years,Lower respiratory infections,Rate,2003,4.781226642030583,5.385210175285823,4.272763390613984
Deaths,China,Both,55-59 years,Lower respiratory infections,Rate,2003,7.713495467432294,8.845543109108254,6.887517461383551
Deaths,China,Both,60-64 years,Lower respiratory infections,Rate,2003,13.84957466712599,15.390255392251301,12.446848576424344
Deaths,China,Both,65-69 years,Lower respiratory infections,Rate,2003,27.06487650275722,30.282580485359475,24.414514558624322
Deaths,China,Both,70-74 years,Lower respiratory infections,Rate,2003,63.926427349544134,71.44613407857723,57.86773327709219
Deaths,China,Both,75-79 years,Lower respiratory infections,Rate,2003,133.32418455869285,147.80683222511172,121.0244598399887
Deaths,China,Both,80-84 years,Lower respiratory infections,Rate,2003,335.17406815133575,366.4824075655367,298.9238718748466
Deaths,China,Both,85-89 years,Lower respiratory infections,Rate,2003,708.9664686489708,778.7696956469886,620.4047421952176
Deaths,China,Both,90-94 years,Lower respiratory infections,Rate,2003,1375.6284294923169,1524.2353852721146,1156.6036968014196
Deaths,China,Both,95+ years,Lower respiratory infections,Rate,2003,2307.036698192869,2583.376842704168,1835.3053482132398
Deaths,China,Both,<5 years,Upper respiratory infections,Rate,2003,1.479594578266298,2.088472034653564,0.41995728748586486
Deaths,China,Both,5-9 years,Upper respiratory infections,Rate,2003,0.11214493755807912,0.15675210286561153,0.03465279258690467
Deaths,China,Both,10-14 years,Upper respiratory infections,Rate,2003,0.05103001845423922,0.07036331133709077,0.015321268444425381
Deaths,China,Both,15-19 years,Upper respiratory infections,Rate,2003,0.03490923675701395,0.048625315738006866,0.011619150110322584
Deaths,China,Both,20-24 years,Upper respiratory infections,Rate,2003,0.045679029113077994,0.06419914048326528,0.01641177154847692
Deaths,China,Both,25-29 years,Upper respiratory infections,Rate,2003,0.043128041431933474,0.05714868726031625,0.017146598234816034
Deaths,China,Both,30-34 years,Upper respiratory infections,Rate,2003,0.05453654307498458,0.07286766650374486,0.01952951415232858
Deaths,China,Both,35-39 years,Upper respiratory infections,Rate,2003,0.06842086183611863,0.09408930744102725,0.024575323944098348
Deaths,China,Both,40-44 years,Upper respiratory infections,Rate,2003,0.09768758710003754,0.1309664434868727,0.03879073450820264
Deaths,China,Both,45-49 years,Upper respiratory infections,Rate,2003,0.12492285438308058,0.16861107017416646,0.049169658441730366
Deaths,China,Both,50-54 years,Upper respiratory infections,Rate,2003,0.1807590352724586,0.24618182059161964,0.0657637651080237
Deaths,China,Both,55-59 years,Upper respiratory infections,Rate,2003,0.2799385030082451,0.3783521576441306,0.10662773153989505
Deaths,China,Both,60-64 years,Upper respiratory infections,Rate,2003,0.42747160744127827,0.5693106702188734,0.1707235425380502
Deaths,China,Both,65-69 years,Upper respiratory infections,Rate,2003,0.8748373118698939,1.19359164044755,0.33993476784337073
Deaths,China,Both,70-74 years,Upper respiratory infections,Rate,2003,2.0104352711437126,2.7547088393033428,0.7007793636015409
Deaths,China,Both,75-79 years,Upper respiratory infections,Rate,2003,4.492285649841599,6.0989485238269445,1.5222987698978991
Deaths,China,Both,80-84 years,Upper respiratory infections,Rate,2003,13.050585748033074,17.888767811028202,4.461639825663913
Deaths,China,Both,85-89 years,Upper respiratory infections,Rate,2003,31.803219513665844,44.985290885341065,9.946358209283712
Deaths,China,Both,90-94 years,Upper respiratory infections,Rate,2003,61.43780484160981,86.6376105882353,20.05454852350942
Deaths,China,Both,95+ years,Upper respiratory infections,Rate,2003,108.86545095843984,156.59430601193432,37.233854550749186
Deaths,China,Both,<5 years,Otitis media,Rate,2003,0.0003657301706573476,0.0006242353048748832,0.0002636420249515336
Deaths,China,Both,5-9 years,Otitis media,Rate,2003,0.0001500829818241719,0.0003069398445816796,0.00010367965443793639
Deaths,China,Both,10-14 years,Otitis media,Rate,2003,0.00015468435087451687,0.00033244471124803995,0.00011274929341769376
Deaths,China,Both,15-19 years,Otitis media,Rate,2003,0.00021422350583639977,0.0003644392810974562,0.00015354547321998782
Deaths,China,Both,20-24 years,Otitis media,Rate,2003,9.364134903414243e-05,0.00013855243205453856,6.551539905279837e-05
Deaths,China,Both,25-29 years,Otitis media,Rate,2003,6.794727602575318e-05,0.00013969638711199236,4.637946742548304e-05
Deaths,China,Both,30-34 years,Otitis media,Rate,2003,0.00017174369448242586,0.00044180692089865995,0.00010313213988436334
Deaths,China,Both,35-39 years,Otitis media,Rate,2003,0.0003012822120995235,0.0007412382020058926,0.00017918647273719421
Deaths,China,Both,40-44 years,Otitis media,Rate,2003,0.0004849891790527168,0.0011482474173952462,0.0003186275528446534
Deaths,China,Both,45-49 years,Otitis media,Rate,2003,0.00045248995111026095,0.0009169265019543517,0.00030983710156412856
Deaths,China,Both,50-54 years,Otitis media,Rate,2003,0.000818897255247692,0.0019376566535405065,0.0005317535884351129
Deaths,China,Both,55-59 years,Otitis media,Rate,2003,0.0014491312472784,0.0032832877450991453,0.0009750103170403082
Deaths,China,Both,60-64 years,Otitis media,Rate,2003,0.0011137762045716191,0.0025114981226529,0.0007573968386599741
Deaths,China,Both,65-69 years,Otitis media,Rate,2003,0.0018327336892663248,0.0040110717769088694,0.0012923042993356843
Deaths,China,Both,70-74 years,Otitis media,Rate,2003,0.003151200812491372,0.006226514335182704,0.0023259933814938696
Deaths,China,Both,75-79 years,Otitis media,Rate,2003,0.0024348236491874885,0.004702689231044932,0.0017137153835650718
Deaths,China,Both,80-84 years,Otitis media,Rate,2003,0.005726341867793136,0.01021868177521774,0.004283002322447892
Deaths,China,Both,85-89 years,Otitis media,Rate,2003,0.008307100233985941,0.012021680453489145,0.004715945986522618
Deaths,China,Both,90-94 years,Otitis media,Rate,2003,0.015853809111497502,0.027086874581038152,0.009836787737430052
Deaths,China,Both,95+ years,Otitis media,Rate,2003,0.006175856378800167,0.009290457877212922,0.003339723502661972
Deaths,China,Both,<5 years,Meningitis,Rate,2003,5.930281301488159,7.108272603019604,5.24822300397966
Deaths,China,Both,5-9 years,Meningitis,Rate,2003,0.9489068626923487,1.0440787439106076,0.8558667343285669
Deaths,China,Both,10-14 years,Meningitis,Rate,2003,0.4600009539508231,0.5051303475541052,0.4191270612853176
Deaths,China,Both,15-19 years,Meningitis,Rate,2003,0.39721165645752554,0.4388373746579599,0.36041646265262584
Deaths,China,Both,20-24 years,Meningitis,Rate,2003,0.314955099553271,0.34949813408036473,0.2830552542246037
Deaths,China,Both,25-29 years,Meningitis,Rate,2003,0.27525713194711376,0.30540401467010003,0.2486917230533018
Deaths,China,Both,30-34 years,Meningitis,Rate,2003,0.3021077355771892,0.3347213683383389,0.2716167536808579
Deaths,China,Both,35-39 years,Meningitis,Rate,2003,0.33362295051771307,0.37355094817969625,0.30012940335945465
Deaths,China,Both,40-44 years,Meningitis,Rate,2003,0.3390530998894082,0.3780164572374285,0.30256893750566466
Deaths,China,Both,45-49 years,Meningitis,Rate,2003,0.370524045327935,0.41759438803815535,0.3287026821833095
Deaths,China,Both,50-54 years,Meningitis,Rate,2003,0.4859801629996214,0.5474666514055337,0.43278790969365977
Deaths,China,Both,55-59 years,Meningitis,Rate,2003,0.572929190095747,0.6456378549407015,0.5080049901553777
Deaths,China,Both,60-64 years,Meningitis,Rate,2003,0.7409322435292568,0.8311780435395582,0.6579298709738677
Deaths,China,Both,65-69 years,Meningitis,Rate,2003,1.0615723835049198,1.1916047664069926,0.9443146267208057
Deaths,China,Both,70-74 years,Meningitis,Rate,2003,1.523171736179676,1.7058924630696406,1.3743279864559899
Deaths,China,Both,75-79 years,Meningitis,Rate,2003,2.036366217527535,2.254936183099768,1.8485555256166295
Deaths,China,Both,80-84 years,Meningitis,Rate,2003,3.41205965420207,3.77393310850565,3.0574300281974276
Deaths,China,Both,85-89 years,Meningitis,Rate,2003,5.159955284216938,5.748225520228127,4.556079465866683
Deaths,China,Both,90-94 years,Meningitis,Rate,2003,8.365034968184306,9.477022728887645,7.142460124260992
Deaths,China,Both,95+ years,Meningitis,Rate,2003,14.297601322639224,16.267948929865682,11.799540402887422
Deaths,China,Both,<5 years,Encephalitis,Rate,2003,3.869189271340814,4.537432686416897,2.4514037388482666
Deaths,China,Both,5-9 years,Encephalitis,Rate,2003,0.6247019576233421,0.722062033019949,0.4233304888389204
Deaths,China,Both,10-14 years,Encephalitis,Rate,2003,0.23088366078498648,0.26304605142646015,0.16801043357720152
Deaths,China,Both,15-19 years,Encephalitis,Rate,2003,0.18810298719490615,0.21551512415206048,0.13208210187238756
Deaths,China,Both,20-24 years,Encephalitis,Rate,2003,0.15352632716260037,0.17549997510611084,0.1146547017242483
Deaths,China,Both,25-29 years,Encephalitis,Rate,2003,0.15006795414126708,0.1715294612651493,0.11546072967724487
Deaths,China,Both,30-34 years,Encephalitis,Rate,2003,0.14361584586413362,0.16323640366383638,0.11196367464057896
Deaths,China,Both,35-39 years,Encephalitis,Rate,2003,0.1539777128555419,0.17615949025374217,0.11605218719565066
Deaths,China,Both,40-44 years,Encephalitis,Rate,2003,0.1879155236392845,0.21380256445782705,0.1413869794325673
Deaths,China,Both,45-49 years,Encephalitis,Rate,2003,0.18497930928311193,0.21295851669025104,0.1433162451936376
Deaths,China,Both,50-54 years,Encephalitis,Rate,2003,0.22152465497341373,0.2538346312521539,0.17053043635721754
Deaths,China,Both,55-59 years,Encephalitis,Rate,2003,0.28477651580239305,0.3278195568647596,0.22579328508440705
Deaths,China,Both,60-64 years,Encephalitis,Rate,2003,0.34686002983392666,0.3980265175634076,0.27477282098879074
Deaths,China,Both,65-69 years,Encephalitis,Rate,2003,0.4418847050429199,0.5001566098252648,0.35367641114180925
Deaths,China,Both,70-74 years,Encephalitis,Rate,2003,0.5198676473006122,0.5917838083589425,0.40326286368242487
Deaths,China,Both,75-79 years,Encephalitis,Rate,2003,0.7387922637108969,0.8330267034792892,0.5943630089091061
Deaths,China,Both,80-84 years,Encephalitis,Rate,2003,0.7668895497570504,0.8795010471561591,0.5912216886700159
Deaths,China,Both,85-89 years,Encephalitis,Rate,2003,1.1058543575452844,1.2663427278831263,0.8230377422419695
Deaths,China,Both,90-94 years,Encephalitis,Rate,2003,1.647855403346023,1.8742778318958444,1.2377450051298349
Deaths,China,Both,95+ years,Encephalitis,Rate,2003,1.8670670195436134,2.1668743165297815,1.3345014759660856
Deaths,China,Both,95+ years,Ischemic heart disease,Rate,2003,8253.068251145789,9061.441674065929,6853.384381846929
Deaths,China,Both,<5 years,Stroke,Rate,2003,3.2540669716733603,3.815052376364667,2.769103021210531
Deaths,China,Both,5-9 years,Stroke,Rate,2003,0.7805037111081219,0.8774307659177485,0.7034225085720596
Deaths,China,Both,10-14 years,Stroke,Rate,2003,0.59283061046827,0.6632645863514919,0.5342888406772585
Deaths,China,Both,15-19 years,Stroke,Rate,2003,1.8661389443543883,2.107227135137532,1.6942561866656873
Deaths,China,Both,20-24 years,Stroke,Rate,2003,2.7612383505005043,3.106577392123492,2.493452276961861
Deaths,China,Both,25-29 years,Stroke,Rate,2003,3.6545046518147477,4.109695396797606,3.309734446731887
Deaths,China,Both,30-34 years,Stroke,Rate,2003,7.185477418348256,7.974554204668556,6.581189427351247
Deaths,China,Both,35-39 years,Stroke,Rate,2003,15.014524646479993,17.02874316996328,13.626667023248276
Deaths,China,Both,40-44 years,Stroke,Rate,2003,32.43417957308356,35.85639639684334,29.553058311896546
Deaths,China,Both,45-49 years,Stroke,Rate,2003,54.744487893605275,60.73048346327468,49.59991874603255
Deaths,China,Both,50-54 years,Stroke,Rate,2003,111.9719999423202,122.80816963090584,101.61295526381774
Deaths,China,Both,55-59 years,Stroke,Rate,2003,189.67536608153998,209.1273976178957,171.84294598820202
Deaths,China,Both,60-64 years,Stroke,Rate,2003,317.36060378602576,347.20380076643977,289.35852747751176
Deaths,China,Both,65-69 years,Stroke,Rate,2003,595.5292123733001,648.6626255368185,546.9317846991948
Deaths,China,Both,70-74 years,Stroke,Rate,2003,1127.7938712780935,1223.8491594001769,1042.3441651786954
Deaths,China,Both,75-79 years,Stroke,Rate,2003,1895.0824151054712,2049.788587057435,1758.203640186803
Deaths,China,Both,80-84 years,Stroke,Rate,2003,3204.2631577055413,3452.5228940527804,2933.0745145042433
Deaths,China,Both,85-89 years,Stroke,Rate,2003,5027.1397021556195,5418.404460928945,4503.721953587047
Deaths,China,Both,90-94 years,Stroke,Rate,2003,6581.857786979798,7198.847407606589,5669.306180900251
Deaths,China,Both,95+ years,Stroke,Rate,2003,8058.487564142394,8917.087758513253,6726.578706339298
Deaths,China,Both,<5 years,Chronic obstructive pulmonary disease,Rate,2003,0.09507103545763754,0.12076538565481205,0.0781186645285561
Deaths,China,Both,5-9 years,Chronic obstructive pulmonary disease,Rate,2003,0.09492831201987564,0.11418070655018138,0.08176139587930903
Deaths,China,Both,10-14 years,Chronic obstructive pulmonary disease,Rate,2003,0.07820910143114825,0.08978576567839268,0.06724814902790509
Deaths,China,Both,15-19 years,Chronic obstructive pulmonary disease,Rate,2003,0.3588240550163718,0.4042903992589141,0.31324384038987013
Deaths,China,Both,20-24 years,Chronic obstructive pulmonary disease,Rate,2003,0.5763590615056131,0.6485077942215014,0.4946149828352989
Deaths,China,Both,25-29 years,Chronic obstructive pulmonary disease,Rate,2003,0.797902699413195,0.8950314286653656,0.6717368824727132
Deaths,China,Both,30-34 years,Chronic obstructive pulmonary disease,Rate,2003,1.6895241847337388,1.8596108439583476,1.4525862980419406
Deaths,China,Both,35-39 years,Chronic obstructive pulmonary disease,Rate,2003,3.1673657546609313,3.488097025258607,2.6593005365391145
Deaths,China,Both,40-44 years,Chronic obstructive pulmonary disease,Rate,2003,6.197726509375294,6.8266897162103275,5.383868469038056
Deaths,China,Both,45-49 years,Chronic obstructive pulmonary disease,Rate,2003,12.160433691777047,13.588783572086568,10.201575765365737
Deaths,China,Both,50-54 years,Chronic obstructive pulmonary disease,Rate,2003,30.91209664731971,34.565721313839106,25.64792601604973
Deaths,China,Both,55-59 years,Chronic obstructive pulmonary disease,Rate,2003,66.09623491259077,73.78827938135353,54.25183644244521
Deaths,China,Both,60-64 years,Chronic obstructive pulmonary disease,Rate,2003,151.83553749490056,168.501173510106,124.05661878203377
Deaths,China,Both,65-69 years,Chronic obstructive pulmonary disease,Rate,2003,329.65175284427914,363.0489032889146,274.9446438591654
Deaths,China,Both,70-74 years,Chronic obstructive pulmonary disease,Rate,2003,776.3754327907424,848.9089662037602,662.5588469272411
Deaths,China,Both,75-79 years,Chronic obstructive pulmonary disease,Rate,2003,1440.1653144769425,1566.3183772493283,1236.1002484051405
Deaths,China,Both,80-84 years,Chronic obstructive pulmonary disease,Rate,2003,2729.70709597744,2947.4399734247204,2333.8546549214375
Deaths,China,Both,85-89 years,Chronic obstructive pulmonary disease,Rate,2003,4681.631022866747,5074.225418158546,3969.248835050045
Deaths,China,Both,90-94 years,Chronic obstructive pulmonary disease,Rate,2003,6605.145912506825,7259.402129412794,5390.533931375075
Deaths,China,Both,95+ years,Chronic obstructive pulmonary disease,Rate,2003,8401.784258274512,9321.496858248856,6643.8206611705855
Deaths,China,Both,<5 years,Non-communicable diseases,Rate,2003,138.06860233284328,153.34445103475744,123.1442835104864
Deaths,China,Both,5-9 years,Non-communicable diseases,Rate,2003,15.388289506368123,16.809766866386756,14.18801036821479
Deaths,China,Both,10-14 years,Non-communicable diseases,Rate,2003,12.541125832070824,13.447173685034695,11.720466289695477
Deaths,China,Both,15-19 years,Non-communicable diseases,Rate,2003,20.794887283216507,22.420699364661676,19.273217342524834
Deaths,China,Both,20-24 years,Non-communicable diseases,Rate,2003,27.21519124357337,29.43715875528881,25.120144636108122
Deaths,China,Both,25-29 years,Non-communicable diseases,Rate,2003,33.91650147853653,36.60183029014598,31.438539724461098
Deaths,China,Both,30-34 years,Non-communicable diseases,Rate,2003,60.61979271035644,65.25775475114943,56.49687983250313
Deaths,China,Both,35-39 years,Non-communicable diseases,Rate,2003,108.3823801329091,117.0386451759007,99.8951674525751
Deaths,China,Both,40-44 years,Non-communicable diseases,Rate,2003,186.75200298617716,202.5254236310352,171.42105218906622
Deaths,China,Both,45-49 years,Non-communicable diseases,Rate,2003,290.0669363033397,317.2210359003143,264.2239376313524
Deaths,China,Both,50-54 years,Non-communicable diseases,Rate,2003,530.0456089687218,578.8774968212724,482.7947396652527
Deaths,China,Both,55-59 years,Non-communicable diseases,Rate,2003,852.7252037398096,933.123415316667,776.3777183853288
Deaths,China,Both,60-64 years,Non-communicable diseases,Rate,2003,1330.1166253900901,1443.8436951709791,1220.1374224390204
Deaths,China,Both,65-69 years,Non-communicable diseases,Rate,2003,2304.457156767762,2482.3001962599424,2132.528049034328
Deaths,China,Both,70-74 years,Non-communicable diseases,Rate,2003,4106.035433083803,4396.695923875527,3824.627511416086
Deaths,China,Both,75-79 years,Non-communicable diseases,Rate,2003,6599.339740999242,7022.067694274669,6198.239928264106
Deaths,China,Both,80-84 years,Non-communicable diseases,Rate,2003,11022.30781410341,11617.544022217311,10481.87525705671
Deaths,China,Both,85-89 years,Non-communicable diseases,Rate,2003,18064.158542862464,18841.48580651204,17324.68894312381
Deaths,China,Both,90-94 years,Non-communicable diseases,Rate,2003,25762.299188463163,26914.783814538685,24728.44090219673
Deaths,China,Both,95+ years,Non-communicable diseases,Rate,2003,34962.86588862118,36463.7109674264,33716.962102186546
Deaths,China,Both,15-19 years,Diabetes mellitus type 2,Rate,2003,0.05766651934516432,0.06844034031718382,0.049603377721687394
Deaths,China,Both,20-24 years,Diabetes mellitus type 2,Rate,2003,0.1303033773788684,0.15423401101028308,0.11195315245826287
Deaths,China,Both,25-29 years,Diabetes mellitus type 2,Rate,2003,0.16903618445573765,0.19887005452890635,0.1450907447252483
Deaths,China,Both,30-34 years,Diabetes mellitus type 2,Rate,2003,0.47332636112861587,0.5423131472484818,0.42034832078600376
Deaths,China,Both,35-39 years,Diabetes mellitus type 2,Rate,2003,0.8966542491906994,1.0234037999221177,0.8012855404530177
Deaths,China,Both,40-44 years,Diabetes mellitus type 2,Rate,2003,1.5883047167195037,1.82350967475066,1.4003034539766297
Deaths,China,Both,45-49 years,Diabetes mellitus type 2,Rate,2003,4.324560869374121,4.7705333494880895,3.8803444604107207
Deaths,China,Both,50-54 years,Diabetes mellitus type 2,Rate,2003,8.595864594644802,9.514470806309587,7.734746151977839
Deaths,China,Both,55-59 years,Diabetes mellitus type 2,Rate,2003,15.462018884188108,17.138089563502056,13.964644077333567
Deaths,China,Both,60-64 years,Diabetes mellitus type 2,Rate,2003,25.17367406647616,27.905090935948863,22.798640962607017
Deaths,China,Both,65-69 years,Diabetes mellitus type 2,Rate,2003,45.11236859116152,49.54785376585254,40.944043134023566
Deaths,China,Both,70-74 years,Diabetes mellitus type 2,Rate,2003,73.20449274785325,80.55533337134368,67.16861463380398
Deaths,China,Both,75-79 years,Diabetes mellitus type 2,Rate,2003,104.47818255532836,113.81340600644131,96.09288805854602
Deaths,China,Both,80-84 years,Diabetes mellitus type 2,Rate,2003,124.96820992296428,137.56540821130966,113.64096398559234
Deaths,China,Both,85-89 years,Diabetes mellitus type 2,Rate,2003,166.70420207573568,184.76961375941573,147.5812804494431
Deaths,China,Both,90-94 years,Diabetes mellitus type 2,Rate,2003,191.9790175074721,212.36072141443273,165.0445542874233
Deaths,China,Both,95+ years,Diabetes mellitus type 2,Rate,2003,210.55311132424595,236.9316605157872,171.25876381635578
Deaths,China,Both,10-14 years,"Tracheal, bronchus, and lung cancer",Rate,2003,0.04816169307282807,0.054957384334968336,0.04223777564807771
Deaths,China,Both,15-19 years,"Tracheal, bronchus, and lung cancer",Rate,2003,0.28393866047774163,0.32032210254108456,0.24967216600287231
Deaths,China,Both,20-24 years,"Tracheal, bronchus, and lung cancer",Rate,2003,0.49739331665801634,0.5639085050311722,0.44097141885883057
Deaths,China,Both,25-29 years,"Tracheal, bronchus, and lung cancer",Rate,2003,1.0000602998759858,1.1164657071157829,0.9021192948114124
Deaths,China,Both,30-34 years,"Tracheal, bronchus, and lung cancer",Rate,2003,2.6137697223858822,2.8971682012222497,2.3724626567508635
Deaths,China,Both,35-39 years,"Tracheal, bronchus, and lung cancer",Rate,2003,5.968852196353565,6.583143101492518,5.447151604243271
Deaths,China,Both,40-44 years,"Tracheal, bronchus, and lung cancer",Rate,2003,13.019563217843066,14.340772426456194,11.802589172760548
