measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Bhutan,Both,15-19 years,Lower respiratory infections,Rate,2017,1.1474200467527569,1.9218657138451176,0.572323350586137
Deaths,Bhutan,Both,20-24 years,Lower respiratory infections,Rate,2017,1.0895475695564902,1.9942203183707967,0.5209769937518736
Deaths,Bhutan,Both,25-29 years,Lower respiratory infections,Rate,2017,1.2579945614875137,2.211462502625397,0.5538171989813967
Deaths,Bhutan,Both,30-34 years,Lower respiratory infections,Rate,2017,1.464706273414287,2.7548394319677647,0.5861476821594889
Deaths,Bhutan,Both,35-39 years,Lower respiratory infections,Rate,2017,2.1548088140583523,3.740000142700753,0.9841463559800276
Deaths,Bhutan,Both,40-44 years,Lower respiratory infections,Rate,2017,3.122741446074951,5.453701399692504,1.5105504816553956
Deaths,Bhutan,Both,45-49 years,Lower respiratory infections,Rate,2017,4.771140080998917,7.989920364009433,2.394207120058146
Deaths,Bhutan,Both,50-54 years,Lower respiratory infections,Rate,2017,8.463511380322316,13.91905257512786,4.274300420675051
Deaths,Bhutan,Both,55-59 years,Lower respiratory infections,Rate,2017,14.94524361974577,24.71020480888341,7.785301346632388
Deaths,Bhutan,Both,60-64 years,Lower respiratory infections,Rate,2017,33.22991843182944,56.36825084255158,17.668032910641298
Deaths,Bhutan,Both,65-69 years,Lower respiratory infections,Rate,2017,61.57505606833742,99.51949398889037,33.046830791071535
Deaths,Bhutan,Both,70-74 years,Lower respiratory infections,Rate,2017,125.3883046403857,200.31880903780518,68.78199939082347
Deaths,Bhutan,Both,75-79 years,Lower respiratory infections,Rate,2017,226.54846110186955,351.61546274516024,123.25413884117798
Deaths,Bhutan,Both,80-84,Lower respiratory infections,Rate,2017,417.347244008923,645.2976212316114,232.42479388740782
Deaths,Bhutan,Both,85-89,Lower respiratory infections,Rate,2017,651.725129985471,991.1115996485415,363.3136240258412
Deaths,Bhutan,Both,90-94,Lower respiratory infections,Rate,2017,901.1154815261305,1383.6627872513836,496.56626337725277
Deaths,Bhutan,Both,95+ years,Lower respiratory infections,Rate,2017,1286.0865317023477,1981.0617143213651,722.776094898494
Deaths,Eritrea,Both,<5 years,Lower respiratory infections,Rate,2017,165.0186863404837,238.72864626227312,109.01875071867505
Deaths,Eritrea,Both,5-9 years,Lower respiratory infections,Rate,2017,10.93841234390884,20.272545571431813,5.974908068689993
Deaths,Eritrea,Both,10-14 years,Lower respiratory infections,Rate,2017,8.122798807445603,14.728526493710728,4.382376958884467
Deaths,Eritrea,Both,15-19 years,Lower respiratory infections,Rate,2017,9.971085325974562,20.10743571448505,4.80909454914582
Deaths,Eritrea,Both,20-24 years,Lower respiratory infections,Rate,2017,13.298797528583096,28.19448759159246,6.239140688821767
Deaths,Eritrea,Both,25-29 years,Lower respiratory infections,Rate,2017,17.58367029433553,37.01777339665228,8.281118417538474
Deaths,Eritrea,Both,30-34 years,Lower respiratory infections,Rate,2017,20.59293851549664,43.68328687833807,9.51144423629748
Deaths,Eritrea,Both,35-39 years,Lower respiratory infections,Rate,2017,30.43796655146592,61.54116775272905,14.372981192198724
Deaths,Eritrea,Both,40-44 years,Lower respiratory infections,Rate,2017,50.36516454413332,97.94638652197297,25.080571321210428
Deaths,Eritrea,Both,45-49 years,Lower respiratory infections,Rate,2017,79.08785729986599,148.88614229260125,38.743982242392185
Deaths,Eritrea,Both,50-54 years,Lower respiratory infections,Rate,2017,117.38476654044247,218.9199178479658,61.7457267665927
Deaths,Eritrea,Both,55-59 years,Lower respiratory infections,Rate,2017,182.0060314916124,330.48185629370306,95.0482115725273
Deaths,Eritrea,Both,60-64 years,Lower respiratory infections,Rate,2017,296.9748314819828,519.8696728944711,159.36162500015791
Deaths,Eritrea,Both,65-69 years,Lower respiratory infections,Rate,2017,432.22722157379263,745.5572709814913,242.32515419480472
Deaths,Eritrea,Both,70-74 years,Lower respiratory infections,Rate,2017,676.6236145345935,1188.2919004359132,377.884041272244
Deaths,Eritrea,Both,75-79 years,Lower respiratory infections,Rate,2017,1116.801330029802,1971.691534107739,653.2352220410718
Deaths,Eritrea,Both,80-84,Lower respiratory infections,Rate,2017,1721.1703237943036,3018.2045180678247,1026.4420225002668
Deaths,Eritrea,Both,85-89,Lower respiratory infections,Rate,2017,2669.352641481538,4667.551319456454,1615.8988264972172
Deaths,Eritrea,Both,90-94,Lower respiratory infections,Rate,2017,3744.222436765327,6663.315544605622,2166.000838669837
Deaths,Eritrea,Both,95+ years,Lower respiratory infections,Rate,2017,5507.1743702458525,9839.654734770198,3139.0751783516675
Deaths,Iceland,Both,<5 years,Lower respiratory infections,Rate,2017,1.4477491714773985,2.0839737954632684,0.9607945061789278
Deaths,Iceland,Both,5-9 years,Lower respiratory infections,Rate,2017,0.27076653175611126,0.3729323393209486,0.18794608481642644
Deaths,Iceland,Both,10-14 years,Lower respiratory infections,Rate,2017,0.25473754660931547,0.3532154953033751,0.17801466084277465
Deaths,Iceland,Both,15-19 years,Lower respiratory infections,Rate,2017,0.3917830216802033,0.5404263182068144,0.27768222030764644
Deaths,Iceland,Both,20-24 years,Lower respiratory infections,Rate,2017,0.5666865614045906,0.7664926021376364,0.3949140487665678
Deaths,Iceland,Both,25-29 years,Lower respiratory infections,Rate,2017,0.6973731674786335,0.9535466777404525,0.4916936465682944
Deaths,Iceland,Both,30-34 years,Lower respiratory infections,Rate,2017,0.859709064145876,1.1626552947884494,0.618146927119319
Deaths,Iceland,Both,35-39 years,Lower respiratory infections,Rate,2017,1.2314660252456608,1.6489203673038095,0.8892300705640893
Deaths,Iceland,Both,40-44 years,Lower respiratory infections,Rate,2017,1.8591118640737756,2.5504349470081373,1.3117004589902284
Deaths,Iceland,Both,45-49 years,Lower respiratory infections,Rate,2017,2.5969346807082974,3.549521662154062,1.8589791837758425
Deaths,Iceland,Both,50-54 years,Lower respiratory infections,Rate,2017,4.011493443634964,5.119491375832038,3.0662585405871385
Deaths,Iceland,Both,55-59 years,Lower respiratory infections,Rate,2017,6.233105653843195,7.988164353470889,4.700261306347252
Deaths,Iceland,Both,60-64 years,Lower respiratory infections,Rate,2017,10.591432034099194,13.699264653354328,7.922760740543757
Deaths,Iceland,Both,65-69 years,Lower respiratory infections,Rate,2017,17.66679923462917,23.909660586017225,12.577412770084772
Deaths,Iceland,Both,70-74 years,Lower respiratory infections,Rate,2017,35.08936346762073,45.75989295464974,26.03975202552538
Deaths,Iceland,Both,75-79 years,Lower respiratory infections,Rate,2017,82.10576834594151,101.09513511573928,64.6481634865432
Deaths,Iceland,Both,80-84,Lower respiratory infections,Rate,2017,217.29443929815784,272.9744507503499,164.67315003124793
Deaths,Iceland,Both,85-89,Lower respiratory infections,Rate,2017,546.8600378220842,657.5983779016339,427.851666551409
Deaths,Iceland,Both,90-94,Lower respiratory infections,Rate,2017,1103.9591399069118,1344.445299210293,815.8349637499263
Deaths,Iceland,Both,95+ years,Lower respiratory infections,Rate,2017,2523.559446280869,3128.3798352804515,1752.855809099465
Deaths,Uruguay,Both,<5 years,Lower respiratory infections,Rate,2017,11.383368083441875,14.522453618585303,8.625100920490656
Deaths,Uruguay,Both,5-9 years,Lower respiratory infections,Rate,2017,0.4937345312759248,0.6633748812386104,0.35463362493925676
Deaths,Uruguay,Both,10-14 years,Lower respiratory infections,Rate,2017,0.40161552815042756,0.5392197060989593,0.294279793196925
Deaths,Uruguay,Both,15-19 years,Lower respiratory infections,Rate,2017,1.0589003018718637,1.4645454367423885,0.7527337274362804
Deaths,Uruguay,Both,20-24 years,Lower respiratory infections,Rate,2017,1.2968317767194755,1.824997749672236,0.896337344115973
Deaths,Uruguay,Both,25-29 years,Lower respiratory infections,Rate,2017,1.68031127544761,2.285818524821112,1.2003888583230737
Deaths,Uruguay,Both,30-34 years,Lower respiratory infections,Rate,2017,2.2522779662052645,3.0606180380830827,1.6271012991194946
Deaths,Uruguay,Both,35-39 years,Lower respiratory infections,Rate,2017,3.3006632579562876,4.410368140600624,2.38355172755187
Deaths,Uruguay,Both,40-44 years,Lower respiratory infections,Rate,2017,4.244815721097778,5.616923314499754,3.0576887015440954
Deaths,Uruguay,Both,45-49 years,Lower respiratory infections,Rate,2017,6.012494437307431,7.867493750710343,4.413863321707499
Deaths,Uruguay,Both,50-54 years,Lower respiratory infections,Rate,2017,9.79745690126582,12.007410916696788,7.94647361025617
Deaths,Uruguay,Both,55-59 years,Lower respiratory infections,Rate,2017,15.752716198457994,20.547024145932355,11.700680244187097
Deaths,Uruguay,Both,60-64 years,Lower respiratory infections,Rate,2017,29.32152703363454,36.52809488308031,23.112140863123567
Deaths,Uruguay,Both,65-69 years,Lower respiratory infections,Rate,2017,45.44939000890968,56.66739890970024,35.62179692341264
Deaths,Uruguay,Both,70-74 years,Lower respiratory infections,Rate,2017,79.4681612354045,99.42882394131696,63.27431583917645
Deaths,Uruguay,Both,75-79 years,Lower respiratory infections,Rate,2017,159.00912241755552,184.2221083534557,134.22877597005194
Deaths,Uruguay,Both,80-84,Lower respiratory infections,Rate,2017,353.2265936908804,427.66966522333115,288.1050013530037
Deaths,Uruguay,Both,85-89,Lower respiratory infections,Rate,2017,793.8902815882826,941.073182669212,631.171345314152
Deaths,Uruguay,Both,90-94,Lower respiratory infections,Rate,2017,1530.515659860051,1842.2237157737254,1158.5170986493742
Deaths,Lebanon,Both,<5 years,Chronic obstructive pulmonary disease,Rate,2017,0.0749433742147968,0.1587937874639443,0.02742008181833059
Deaths,Lebanon,Both,5-9 years,Chronic obstructive pulmonary disease,Rate,2017,0.05643095490933358,0.1130376491846144,0.027383413738320816
Deaths,Lebanon,Both,10-14 years,Chronic obstructive pulmonary disease,Rate,2017,0.06426234592946427,0.10721897891294864,0.0348698983032444
Deaths,Lebanon,Both,15-19 years,Chronic obstructive pulmonary disease,Rate,2017,0.39352439239917214,0.6213611822787632,0.22688182757271433
Deaths,Lebanon,Both,20-24 years,Chronic obstructive pulmonary disease,Rate,2017,0.5123871869000134,0.7677948670367611,0.32569599328899196
Deaths,Lebanon,Both,25-29 years,Chronic obstructive pulmonary disease,Rate,2017,0.5352325847234075,0.828363788924084,0.3350175359441364
Deaths,Lebanon,Both,30-34 years,Chronic obstructive pulmonary disease,Rate,2017,0.7672460316080126,1.1715248610049296,0.47631155841202666
Deaths,Lebanon,Both,35-39 years,Chronic obstructive pulmonary disease,Rate,2017,1.1000414866127515,1.647946041064627,0.704589961307435
Deaths,Lebanon,Both,40-44 years,Chronic obstructive pulmonary disease,Rate,2017,1.8084299121356087,2.6620818063538345,1.1623615825155338
Deaths,Lebanon,Both,45-49 years,Chronic obstructive pulmonary disease,Rate,2017,3.3404474706343414,4.8561969603513715,2.1721049671136408
Deaths,Lebanon,Both,50-54 years,Chronic obstructive pulmonary disease,Rate,2017,6.415390568939181,9.620239801182718,4.161321822261318
Deaths,Lebanon,Both,55-59 years,Chronic obstructive pulmonary disease,Rate,2017,12.746839287571804,18.927431460899392,7.989949291597166
Deaths,Lebanon,Both,60-64 years,Chronic obstructive pulmonary disease,Rate,2017,26.35977390258139,38.58894285149148,16.69587909080809
Deaths,Lebanon,Both,65-69 years,Chronic obstructive pulmonary disease,Rate,2017,51.10223101724388,74.29192988526091,32.32613910493917
Deaths,Lebanon,Both,70-74 years,Chronic obstructive pulmonary disease,Rate,2017,91.77643263301145,132.5788684910759,59.907898829881034
Deaths,Lebanon,Both,75-79 years,Chronic obstructive pulmonary disease,Rate,2017,164.2719926658337,234.35233873009363,109.2596955697619
Deaths,Lebanon,Both,80-84,Chronic obstructive pulmonary disease,Rate,2017,284.30530565663685,395.13999368380564,190.92044026068828
Deaths,Lebanon,Both,85-89,Chronic obstructive pulmonary disease,Rate,2017,469.60444091075186,664.7328713421873,309.8592637247513
Deaths,Lebanon,Both,90-94,Chronic obstructive pulmonary disease,Rate,2017,680.0661097354975,1005.5963073268762,453.7981678364333
Deaths,Lebanon,Both,95+ years,Chronic obstructive pulmonary disease,Rate,2017,1069.9281607860494,1563.1120996389084,691.5327918953013
Deaths,Japan,Both,40-44 years,Lower respiratory infections,Rate,2017,1.4383371545667862,1.5317057079728056,1.343852015029345
Deaths,Japan,Both,45-49 years,Lower respiratory infections,Rate,2017,2.4609347104431563,2.6151719719897235,2.3037000228329085
Deaths,Japan,Both,50-54 years,Lower respiratory infections,Rate,2017,4.721256381100341,5.026417029737791,4.403148826705875
Deaths,Japan,Both,55-59 years,Lower respiratory infections,Rate,2017,8.778687938323435,9.29304924024114,8.297052644964015
Deaths,Japan,Both,60-64 years,Lower respiratory infections,Rate,2017,18.260505479169655,19.285614418617513,17.30280770899294
Deaths,Japan,Both,65-69 years,Lower respiratory infections,Rate,2017,33.86777828961318,35.76830911796168,31.670123028312098
Deaths,Japan,Both,70-74 years,Lower respiratory infections,Rate,2017,72.99032103358839,77.80445875281198,67.112401087063
Deaths,Japan,Both,75-79 years,Lower respiratory infections,Rate,2017,159.44700199723653,170.97606540062907,140.48871828252044
Deaths,Japan,Both,80-84,Lower respiratory infections,Rate,2017,360.97645792948515,398.21267006238435,292.90416222714424
Deaths,Japan,Both,85-89,Lower respiratory infections,Rate,2017,778.0459357734605,882.8719212375418,594.6140516254779
Deaths,Japan,Both,90-94,Lower respiratory infections,Rate,2017,1367.6786453296986,1610.476323416967,959.990083649811
Deaths,Japan,Both,95+ years,Lower respiratory infections,Rate,2017,2765.1132316182716,3309.089783992643,1831.4830730340275
Deaths,Japan,Both,15-19 years,Ischemic heart disease,Rate,2017,0.19392676176314202,0.21284859137899423,0.15568269078580435
Deaths,Japan,Both,20-24 years,Ischemic heart disease,Rate,2017,0.5310049483101441,0.571714350299154,0.44374293916521373
Deaths,Japan,Both,25-29 years,Ischemic heart disease,Rate,2017,0.9467816088735852,1.023108308814931,0.7915240344262537
Deaths,Japan,Both,30-34 years,Ischemic heart disease,Rate,2017,1.962816307139598,2.0669812252684268,1.7502128792846037
Deaths,Japan,Both,35-39 years,Ischemic heart disease,Rate,2017,3.5724179052819216,3.7343147483032064,3.318701065064104
Deaths,Japan,Both,40-44 years,Ischemic heart disease,Rate,2017,7.241506912941841,7.507276208653185,6.952241931691912
Deaths,Japan,Both,45-49 years,Ischemic heart disease,Rate,2017,13.282058471881788,13.669732722780287,12.858705800888243
Deaths,Japan,Both,50-54 years,Ischemic heart disease,Rate,2017,22.014339101486428,22.650122557149317,21.337528166484642
Deaths,Japan,Both,55-59 years,Ischemic heart disease,Rate,2017,32.66175305096889,33.630524202596085,31.65094929639427
Deaths,Japan,Both,60-64 years,Ischemic heart disease,Rate,2017,51.38725305292505,52.92532781065221,49.69409393579451
Deaths,Japan,Both,65-69 years,Ischemic heart disease,Rate,2017,76.99012097904341,79.55374722934748,73.45048101316027
Deaths,Japan,Both,70-74 years,Ischemic heart disease,Rate,2017,121.70793236141334,127.36462727207433,112.59186617628761
Deaths,Japan,Both,75-79 years,Ischemic heart disease,Rate,2017,209.81876846374084,224.03035641928153,184.9670728557196
Deaths,Japan,Both,80-84,Ischemic heart disease,Rate,2017,399.86755613869616,442.1094783677231,322.207390996378
Deaths,Japan,Both,85-89,Ischemic heart disease,Rate,2017,795.3464634725915,912.0063629502755,589.0743068115675
Deaths,Japan,Both,90-94,Ischemic heart disease,Rate,2017,1482.44480305785,1763.3293217593277,1007.3189886138402
Deaths,Eritrea,Both,<5 years,Non-communicable diseases,Rate,2017,130.03380465560846,194.6527986518021,82.78505408267306
Deaths,Eritrea,Both,5-9 years,Non-communicable diseases,Rate,2017,13.529492948685578,19.125972802939263,8.888745784039124
Deaths,Eritrea,Both,10-14 years,Non-communicable diseases,Rate,2017,15.780359228752305,21.027821964370165,10.731985050668337
Deaths,Eritrea,Both,15-19 years,Non-communicable diseases,Rate,2017,29.34006769851235,41.149118238898794,18.8297107041775
Deaths,Eritrea,Both,20-24 years,Non-communicable diseases,Rate,2017,40.47729983733135,60.950908565755206,26.89604309040089
Deaths,Eritrea,Both,25-29 years,Non-communicable diseases,Rate,2017,52.22377220808902,79.5318547251746,34.360206140963825
Deaths,Eritrea,Both,30-34 years,Non-communicable diseases,Rate,2017,77.31032161837975,117.67422696270332,52.04289633242608
Deaths,Eritrea,Both,35-39 years,Non-communicable diseases,Rate,2017,142.14264469066865,212.02569800159156,96.75551694272272
Deaths,Eritrea,Both,40-44 years,Non-communicable diseases,Rate,2017,286.58905316879606,402.4737285761193,197.81801562348718
Deaths,Eritrea,Both,45-49 years,Non-communicable diseases,Rate,2017,478.56464930994105,655.8218573182318,334.9647417330729
Deaths,Eritrea,Both,50-54 years,Non-communicable diseases,Rate,2017,767.0974626703563,1017.2034258896043,558.3957113978877
Deaths,Eritrea,Both,55-59 years,Non-communicable diseases,Rate,2017,1191.717272798319,1529.4862023932528,889.1654039177312
Deaths,Eritrea,Both,60-64 years,Non-communicable diseases,Rate,2017,1844.914680844904,2319.6339522207486,1402.6844802617713
Deaths,Eritrea,Both,65-69 years,Non-communicable diseases,Rate,2017,2701.782143345771,3336.657564991506,2134.718258251243
Deaths,Eritrea,Both,70-74 years,Non-communicable diseases,Rate,2017,3909.604848630846,4728.260533527125,3115.7123413290965
Deaths,Eritrea,Both,75-79 years,Non-communicable diseases,Rate,2017,5774.047088480002,6982.989362785849,4648.239855292891
Deaths,Eritrea,Both,80-84,Non-communicable diseases,Rate,2017,8464.346031827841,10368.267662855327,6946.698173661137
Deaths,Eritrea,Both,85-89,Non-communicable diseases,Rate,2017,12088.183429313041,14959.327822244559,9797.088482656147
Deaths,Eritrea,Both,90-94,Non-communicable diseases,Rate,2017,16455.936431996244,20458.789699883895,13160.39174311457
Deaths,Eritrea,Both,95+ years,Non-communicable diseases,Rate,2017,20885.454731801514,26386.94764295379,16076.16752506901
Deaths,Poland,Both,<5 years,Chronic obstructive pulmonary disease,Rate,2017,0.009535164094146429,0.01597423560602666,0.005143621638554966
Deaths,Poland,Both,5-9 years,Chronic obstructive pulmonary disease,Rate,2017,0.007503330922099762,0.010693513146982206,0.005118716953910079
Deaths,Poland,Both,10-14 years,Chronic obstructive pulmonary disease,Rate,2017,0.015476013182262795,0.01860509492606332,0.01192427449279687
Deaths,Poland,Both,15-19 years,Chronic obstructive pulmonary disease,Rate,2017,0.04971489486218217,0.05915673733129599,0.042642752591322906
Deaths,Poland,Both,20-24 years,Chronic obstructive pulmonary disease,Rate,2017,0.08086424187278851,0.09617033671065335,0.06818672223948821
Deaths,Poland,Both,25-29 years,Chronic obstructive pulmonary disease,Rate,2017,0.10521164593186311,0.12292773948942616,0.09115637239515383
Deaths,Poland,Both,30-34 years,Chronic obstructive pulmonary disease,Rate,2017,0.1843933587636332,0.21998011924212998,0.15953733041920873
Deaths,Poland,Both,35-39 years,Chronic obstructive pulmonary disease,Rate,2017,0.3683121037288429,0.4373372350798417,0.3139892103919076
